file,status,part_type,confidence,confidence_source,rule_version,graph2d_label,graph2d_confidence,fusion_label,fusion_confidence,soft_override_eligible,soft_override_label,soft_override_confidence,soft_override_threshold,soft_override_reason
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-01-01人孔法兰v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.16540180146694183,Standard_Part,0.55,False,传动件,0.16540180146694183,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ02230101102-12手轮组件v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.19402095675468445,Standard_Part,0.55,True,传动件,0.19402095675468445,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239601522-03扭转弹簧v3.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.1658582091331482,Standard_Part,0.55,False,传动件,0.1658582091331482,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225009-04-03阀体v2.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.16415365040302277,Standard_Part,0.55,False,传动件,0.16415365040302277,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239901522-00拖轮组件v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.16887517273426056,Standard_Part,0.55,False,传动件,0.16887517273426056,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225054-15-01支承座v2.dxf,ok,盖,0.900,fusion,L2-Fusion-v1,传动件,0.17304405570030212,Standard_Part,0.55,False,传动件,0.17304405570030212,0.17,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012303106-0001超声波法兰v2.dxf,ok,moderate_component,0.600,rules,v1,罐体,0.17207463085651398,Standard_Part,0.55,True,罐体,0.17207463085651398,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-04轴头组件v2.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.16578859090805054,Standard_Part,0.55,False,传动件,0.16578859090805054,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0525002-04-02过滤托架v1.dxf,ok,机械制图,0.900,fusion,L2-Fusion-v1,传动件,0.16601935029029846,Standard_Part,0.55,False,传动件,0.16601935029029846,0.17,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225054-15-01支承座v1.dxf,ok,盖,0.900,fusion,L2-Fusion-v1,传动件,0.17305687069892883,Standard_Part,0.55,False,传动件,0.17305687069892883,0.17,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04搅拌桨组件v2.dxf,ok,盖,0.900,fusion,L2-Fusion-v1,传动件,0.1853870153427124,Standard_Part,0.55,False,传动件,0.1853870153427124,0.17,confidence_source_not_rules
