input_path,dxf_path,png_path,geom_json_path,index_success,index_drawing_id,index_file_hash,search_status,search_success,total_matches,duplicate_count,similar_count,final_level,timing_total_ms,error
/app/data/dedupcad_batch/input/J0525002-04-02过滤托架v2.dxf,/app/data/dedupcad_batch/input/J0525002-04-02过滤托架v2.dxf,/app/data/dedupcad_batch/work/J0525002-04-02过滤托架v2.png,/app/data/dedupcad_batch/work/J0525002-04-02过滤托架v2.v2.json,,,,completed,True,4,3,1,4,777.2978025604971,
/app/data/dedupcad_batch/input/J0525002-04-02过滤托架v3.dxf,/app/data/dedupcad_batch/input/J0525002-04-02过滤托架v3.dxf,/app/data/dedupcad_batch/work/J0525002-04-02过滤托架v3.png,/app/data/dedupcad_batch/work/J0525002-04-02过滤托架v3.v2.json,,,,completed,True,4,3,1,4,682.4191294726916,
/app/data/dedupcad_batch/input/J0525002-04-02过滤托架v4.dxf,/app/data/dedupcad_batch/input/J0525002-04-02过滤托架v4.dxf,/app/data/dedupcad_batch/work/J0525002-04-02过滤托架v4.png,/app/data/dedupcad_batch/work/J0525002-04-02过滤托架v4.v2.json,,,,completed,True,4,3,1,4,620.4789506155066,
/app/data/dedupcad_batch/input/J0724006-01下锥体组件v1.dxf,/app/data/dedupcad_batch/input/J0724006-01下锥体组件v1.dxf,/app/data/dedupcad_batch/work/J0724006-01下锥体组件v1.png,/app/data/dedupcad_batch/work/J0724006-01下锥体组件v1.v2.json,,,,completed,True,2,2,0,4,436.48520251736045,
/app/data/dedupcad_batch/input/J0724006-01下锥体组件v2.dxf,/app/data/dedupcad_batch/input/J0724006-01下锥体组件v2.dxf,/app/data/dedupcad_batch/work/J0724006-01下锥体组件v2.png,/app/data/dedupcad_batch/work/J0724006-01下锥体组件v2.v2.json,,,,completed,True,2,2,0,4,535.5967656942084,
/app/data/dedupcad_batch/input/J0724006-01下锥体组件v3.dxf,/app/data/dedupcad_batch/input/J0724006-01下锥体组件v3.dxf,/app/data/dedupcad_batch/work/J0724006-01下锥体组件v3.png,/app/data/dedupcad_batch/work/J0724006-01下锥体组件v3.v2.json,,,,completed,True,1,1,0,4,416.8653280939907,
/app/data/dedupcad_batch/input/J0724006-02搅拌器组件v1.dxf,/app/data/dedupcad_batch/input/J0724006-02搅拌器组件v1.dxf,/app/data/dedupcad_batch/work/J0724006-02搅拌器组件v1.png,/app/data/dedupcad_batch/work/J0724006-02搅拌器组件v1.v2.json,,,,completed,True,2,1,1,4,2348.8691080128774,
/app/data/dedupcad_batch/input/J0724006-02搅拌器组件v2.dxf,/app/data/dedupcad_batch/input/J0724006-02搅拌器组件v2.dxf,/app/data/dedupcad_batch/work/J0724006-02搅拌器组件v2.png,/app/data/dedupcad_batch/work/J0724006-02搅拌器组件v2.v2.json,,,,completed,True,2,1,1,4,2360.8384887920693,
/app/data/dedupcad_batch/input/J0724006-05上封头组件v1.dxf,/app/data/dedupcad_batch/input/J0724006-05上封头组件v1.dxf,/app/data/dedupcad_batch/work/J0724006-05上封头组件v1.png,/app/data/dedupcad_batch/work/J0724006-05上封头组件v1.v2.json,,,,completed,True,3,1,2,4,930.6748185772449,
/app/data/dedupcad_batch/input/J0724006-05上封头组件v2.dxf,/app/data/dedupcad_batch/input/J0724006-05上封头组件v2.dxf,/app/data/dedupcad_batch/work/J0724006-05上封头组件v2.png,/app/data/dedupcad_batch/work/J0724006-05上封头组件v2.v2.json,,,,completed,True,3,2,1,4,1290.793094143737,
/app/data/dedupcad_batch/input/J0724006-05上封头组件v3.dxf,/app/data/dedupcad_batch/input/J0724006-05上封头组件v3.dxf,/app/data/dedupcad_batch/work/J0724006-05上封头组件v3.png,/app/data/dedupcad_batch/work/J0724006-05上封头组件v3.v2.json,,,,completed,True,3,2,1,4,1180.606912006624,
